cgpa,math,english,science,programming,communication,leadership,creativity,analytical,interest_tech,interest_business,interest_health,interest_law,interest_arts,interest_education,career
4.02,7,8,7,5,9,8,8,7,7,9,2,6,6,4,Entrepreneur
2.72,4,8,4,3,9,7,9,5,4,4,2,4,8,5,Journalist / Media
3.9,7,7,7,4,6,7,8,7,4,4,2,2,7,3,Architect
3.32,5,9,6,3,9,7,6,9,1,6,2,8,5,4,Lawyer
3.35,7,7,4,2,8,8,7,6,2,9,2,3,4,2,Business Manager
4.98,8,6,9,2,6,6,5,7,4,5,8,2,3,4,Pharmacist
4.95,9,6,7,7,6,6,5,8,8,3,1,4,1,2,Cybersecurity Analyst
3.95,8,6,8,7,5,5,6,8,8,5,2,2,2,3,Data Scientist
3.49,3,7,4,5,6,5,8,5,6,6,2,1,9,2,Graphic Designer
4.58,8,6,5,5,5,6,9,7,7,3,1,2,8,5,Architect
4.55,8,7,8,8,5,5,6,9,7,2,2,5,2,2,Cybersecurity Analyst
4.33,4,7,5,2,8,8,4,7,1,6,2,8,4,5,Public Administrator
3.55,8,8,7,7,4,5,6,8,8,3,2,3,2,1,Cybersecurity Analyst
3.8,7,6,5,3,6,6,9,8,4,4,2,2,8,4,Architect
4.37,7,7,8,1,7,5,5,8,3,6,9,1,3,4,Pharmacist
4.89,7,8,9,2,7,6,5,7,3,6,8,4,2,5,Pharmacist
3.25,9,5,6,4,7,5,5,7,3,9,3,4,2,3,Accountant
4.14,8,6,7,6,6,4,7,9,9,4,3,1,1,3,Data Scientist
3.11,9,6,6,9,7,6,7,9,7,3,3,6,2,1,Cybersecurity Analyst
4.07,6,7,8,3,8,7,4,8,4,3,8,2,2,4,Medical Doctor
3.76,10,7,5,2,7,7,4,9,2,9,2,4,1,3,Accountant
4.16,7,7,9,2,6,8,8,8,2,3,9,2,2,5,Medical Doctor
4.04,8,6,6,4,7,6,5,8,2,9,3,4,1,2,Accountant
3.72,6,6,3,5,7,5,9,8,6,3,2,1,9,1,Graphic Designer
2.72,5,8,5,3,8,7,8,7,4,4,2,5,8,5,Journalist / Media
3.94,4,9,4,4,9,7,9,6,4,4,2,3,7,5,Journalist / Media
3.57,6,6,4,5,8,8,8,8,5,10,2,6,5,3,Entrepreneur
4.22,9,7,7,7,5,4,6,8,7,5,2,2,4,2,Data Scientist
4.25,7,6,7,3,5,5,8,7,7,2,1,1,8,4,Architect
3.81,8,6,6,3,7,6,5,8,5,8,4,5,1,3,Accountant
3.75,7,8,4,2,8,8,8,8,6,8,3,4,3,4,Entrepreneur
4.48,4,9,3,3,8,5,9,7,2,3,2,3,7,4,Journalist / Media
3.39,5,7,5,3,7,9,7,6,8,9,1,5,5,4,Entrepreneur
4.66,8,6,9,2,8,8,6,8,2,2,9,3,2,5,Medical Doctor
4.51,7,8,6,5,7,4,9,8,5,4,2,2,7,2,Architect
4.34,6,6,5,4,8,9,8,7,3,9,1,5,5,3,Entrepreneur
2.59,6,6,5,4,8,8,8,7,5,9,2,4,6,4,Entrepreneur
3.32,3,6,6,7,7,4,8,6,7,3,2,1,9,3,Graphic Designer
3.14,7,8,6,3,7,9,8,7,5,9,1,6,5,3,Entrepreneur
3.93,6,6,6,3,7,6,9,7,6,3,1,1,7,3,Architect
2.83,3,9,6,5,5,4,8,6,5,3,1,1,9,2,Graphic Designer
3.97,3,8,5,3,8,7,9,8,5,2,3,5,7,4,Journalist / Media
4.67,4,9,6,2,8,8,7,8,2,6,2,9,4,5,Lawyer
4.2,5,8,5,2,7,7,5,6,1,7,4,9,4,7,Public Administrator
3.32,8,10,6,2,7,9,8,7,2,9,3,3,4,4,Business Manager
3.82,7,7,9,2,6,7,5,9,3,5,9,1,4,6,Pharmacist
3.31,4,6,5,3,6,5,8,5,7,2,1,1,9,2,Graphic Designer
3.22,9,6,7,4,5,7,4,8,3,9,3,5,2,3,Accountant
3.29,5,6,8,3,9,8,6,6,3,9,2,4,4,4,Business Manager
3.58,9,6,9,8,5,5,7,9,9,5,3,1,2,4,Data Scientist
3.2,7,8,6,3,9,6,7,5,4,3,3,2,6,9,Teacher / Educator
4.06,9,8,9,2,6,7,5,8,2,3,8,2,2,4,Medical Doctor
3.47,8,7,6,4,9,8,8,7,3,10,1,5,3,3,Entrepreneur
3.9,7,8,6,3,8,5,9,8,5,2,2,2,9,4,Architect
3.21,7,8,8,3,8,7,7,6,3,4,4,2,7,8,Teacher / Educator
4.65,5,8,7,2,8,8,8,7,3,6,2,10,3,4,Lawyer
4.25,5,7,5,3,7,9,6,5,1,8,3,7,3,5,Public Administrator
3.0,4,7,5,4,7,4,8,4,4,3,1,1,9,1,Graphic Designer
4.28,6,9,9,2,8,5,7,9,3,4,9,1,2,5,Medical Doctor
3.59,4,9,5,3,9,5,8,6,3,4,2,4,8,4,Journalist / Media
3.58,6,8,7,2,8,7,8,7,4,2,3,2,6,9,Teacher / Educator
3.8,7,7,9,2,9,7,6,8,4,5,9,2,2,3,Pharmacist
3.56,7,7,6,3,7,7,9,9,7,2,1,2,9,3,Architect
4.49,8,5,6,4,7,7,4,9,2,9,3,6,2,3,Accountant
4.63,8,8,6,4,9,8,8,6,5,9,1,3,3,3,Entrepreneur
4.43,6,7,8,3,9,7,7,7,2,2,4,1,4,9,Teacher / Educator
4.23,5,9,5,1,10,8,7,7,2,6,1,8,3,4,Lawyer
4.73,9,6,8,2,8,7,4,7,2,4,9,1,2,6,Medical Doctor
4.43,4,8,3,4,9,6,9,6,2,3,2,4,8,4,Journalist / Media
4.68,7,7,6,4,5,6,9,6,5,3,2,1,8,4,Architect
4.97,6,5,8,4,8,4,8,8,5,3,2,1,8,2,Architect
4.14,7,8,8,4,8,5,5,9,4,5,9,2,1,4,Pharmacist
3.44,5,9,4,2,8,7,8,7,2,5,2,8,5,7,Lawyer
4.13,5,8,4,1,8,9,6,7,1,6,3,10,5,5,Lawyer
4.45,8,6,9,2,7,5,6,8,3,4,8,3,2,7,Medical Doctor
2.99,7,8,5,2,8,8,6,8,1,5,2,6,4,4,Public Administrator
4.36,4,6,5,6,6,4,9,6,6,5,1,1,8,1,Graphic Designer
4.44,7,8,6,2,9,9,7,7,3,9,2,5,3,5,Business Manager
3.22,6,9,6,3,9,8,5,8,2,6,1,8,4,5,Lawyer
3.58,5,6,5,3,8,8,7,7,2,8,4,4,3,3,Business Manager
4.25,8,5,6,3,7,7,8,7,4,4,2,2,8,4,Architect
3.53,6,8,4,2,9,7,5,9,2,7,4,8,4,6,Public Administrator
3.28,7,6,6,5,7,9,9,6,6,9,3,4,5,3,Entrepreneur
2.58,7,7,5,4,9,9,8,7,7,9,2,5,6,5,Entrepreneur
4.59,6,7,7,2,8,5,9,7,4,3,2,1,8,3,Architect
2.97,4,6,4,4,6,4,8,6,5,5,2,1,9,2,Graphic Designer
4.98,7,9,5,4,6,5,8,6,6,5,2,2,7,3,Architect
4.02,5,5,3,4,6,6,8,4,6,4,1,3,9,3,Graphic Designer
3.47,8,6,8,5,5,5,6,8,10,2,3,1,4,3,Mechanical Engineer
4.21,5,8,6,1,8,7,5,6,1,6,3,7,3,5,Public Administrator
3.19,9,6,7,3,6,7,8,9,8,5,2,2,4,1,Mechanical Engineer
3.89,9,7,7,7,7,5,9,9,8,4,3,1,3,4,Data Scientist
4.92,7,8,9,3,8,7,6,8,3,3,8,2,2,6,Medical Doctor
3.79,5,8,7,3,9,6,6,7,5,3,3,1,6,8,Teacher / Educator
3.58,6,5,6,9,5,7,5,7,7,5,2,4,2,2,Cybersecurity Analyst
4.08,6,8,6,1,8,9,7,6,4,9,1,6,3,3,Business Manager
4.76,8,7,8,7,6,6,5,8,8,4,1,1,1,3,Software Engineer
3.48,8,6,9,3,5,5,6,8,8,3,1,1,4,2,Mechanical Engineer
3.36,6,7,8,9,5,6,5,8,8,2,1,5,2,2,Cybersecurity Analyst
3.19,7,6,5,5,7,6,9,6,6,5,1,2,9,2,Architect
4.1,8,8,6,5,9,9,8,8,4,8,2,5,6,4,Entrepreneur
4.26,3,6,3,5,7,3,9,4,7,3,1,1,9,2,Graphic Designer
2.62,6,6,4,3,5,5,8,5,5,4,1,1,9,3,Graphic Designer
4.15,7,8,3,3,8,7,6,7,1,5,3,7,4,6,Public Administrator
3.72,5,9,3,3,8,6,8,7,4,5,1,3,9,5,Journalist / Media
4.62,9,9,8,8,6,5,8,9,8,6,3,1,1,2,Data Scientist
4.73,7,6,7,3,7,7,7,9,8,3,2,1,4,3,Mechanical Engineer
4.46,8,6,8,2,8,7,7,8,4,3,9,3,2,4,Medical Doctor
2.97,4,8,4,3,9,5,8,7,5,2,1,3,9,5,Journalist / Media
4.75,8,7,8,4,7,8,6,8,7,4,1,2,4,2,Mechanical Engineer
3.7,7,8,6,2,9,8,7,5,3,4,3,1,6,9,Teacher / Educator
3.84,8,6,6,2,5,7,4,9,5,9,1,4,2,3,Accountant
4.38,7,6,8,6,6,5,7,9,9,5,3,1,3,2,Mechanical Engineer
3.86,7,8,5,6,7,9,8,7,5,9,1,6,4,5,Entrepreneur
3.85,6,7,9,3,8,5,6,8,4,4,9,2,3,5,Medical Doctor
4.09,4,9,6,3,9,7,6,9,2,4,1,9,5,5,Lawyer
2.75,7,7,4,4,6,6,8,7,5,3,1,1,8,1,Graphic Designer
3.51,8,7,5,5,7,5,3,9,3,8,1,5,2,4,Accountant
4.02,5,9,6,4,8,6,9,7,4,3,3,3,9,4,Journalist / Media
2.97,8,8,4,2,8,9,9,7,4,8,1,5,3,4,Entrepreneur
4.07,6,8,9,3,8,6,5,9,4,3,8,1,1,6,Medical Doctor
4.51,9,7,6,8,6,6,8,8,10,3,2,1,1,4,Software Engineer
3.05,5,8,4,4,8,5,9,7,4,3,2,5,9,5,Journalist / Media
3.3,7,7,6,4,6,6,9,8,5,4,3,1,9,4,Architect
3.11,7,6,5,7,7,9,8,7,6,9,2,6,4,4,Entrepreneur
3.27,6,7,8,3,7,4,8,8,6,5,3,1,7,3,Architect
3.81,6,8,6,2,8,7,9,6,5,2,2,4,10,4,Journalist / Media
4.95,7,6,9,5,6,7,7,7,8,3,3,2,4,2,Mechanical Engineer
2.87,6,8,7,2,9,7,7,8,5,4,2,3,6,10,Teacher / Educator
3.13,6,8,5,2,8,6,8,5,3,4,3,1,6,9,Teacher / Educator
3.81,9,7,8,8,5,5,6,8,9,4,4,1,2,2,Data Scientist
2.61,6,8,5,4,5,5,9,4,7,3,1,1,8,1,Graphic Designer
3.94,6,8,3,3,8,6,9,7,4,3,1,3,8,6,Journalist / Media
4.7,8,7,7,4,5,7,7,8,8,3,2,1,7,1,Mechanical Engineer
4.94,9,6,5,4,7,8,5,8,4,8,2,6,1,4,Accountant
4.75,7,6,6,1,8,8,7,7,3,9,1,3,4,2,Business Manager
3.57,8,6,8,7,6,5,6,9,7,2,1,2,1,4,Software Engineer
3.27,9,6,8,9,5,6,8,7,7,3,2,1,1,2,Software Engineer
3.68,5,8,6,3,9,6,9,8,4,4,2,2,8,3,Journalist / Media
3.17,5,6,4,6,7,4,8,5,6,3,1,1,8,4,Graphic Designer
4.0,8,6,8,3,8,8,7,9,3,4,9,2,2,4,Medical Doctor
4.69,7,7,7,7,4,4,5,8,8,3,2,5,2,2,Cybersecurity Analyst
5.0,8,7,7,8,4,5,7,8,9,2,1,2,3,2,Software Engineer
3.82,7,10,7,4,7,9,9,6,5,8,1,3,5,4,Entrepreneur
4.61,9,7,8,3,7,5,4,9,3,3,8,3,2,3,Medical Doctor
3.4,7,8,5,4,7,8,8,6,3,10,2,3,3,3,Business Manager
3.64,6,8,5,2,9,6,8,5,2,4,2,2,8,3,Journalist / Media
3.22,4,9,6,2,9,8,6,9,2,4,2,8,5,5,Lawyer
4.24,6,7,8,1,7,6,6,7,4,6,9,2,2,4,Pharmacist
3.77,9,8,5,3,8,6,6,8,2,8,3,6,2,2,Accountant
3.37,6,9,7,3,9,6,7,8,4,2,3,2,6,8,Teacher / Educator
3.62,6,10,5,2,8,9,5,8,1,4,2,9,4,4,Lawyer
3.94,9,5,8,5,6,6,8,7,8,3,1,2,6,3,Mechanical Engineer
4.69,8,8,5,2,7,9,6,6,5,8,3,3,5,2,Business Manager
4.68,7,8,7,7,6,5,7,8,8,4,2,5,2,3,Cybersecurity Analyst
3.28,8,6,7,7,6,7,5,8,7,3,2,2,4,4,Software Engineer
3.69,8,8,4,4,7,9,7,8,2,9,1,4,3,2,Business Manager
3.46,8,5,7,4,5,6,9,7,7,5,2,1,7,3,Architect
3.35,8,6,7,7,5,5,7,9,7,3,3,1,2,2,Data Scientist
3.64,4,7,3,2,8,8,5,7,2,7,4,7,3,5,Public Administrator
3.38,6,8,5,1,7,8,6,7,4,9,3,4,3,4,Business Manager
3.6,4,5,4,4,7,5,8,6,4,4,2,1,8,2,Graphic Designer
3.2,5,7,3,2,8,9,4,7,1,7,4,8,3,7,Public Administrator
4.94,8,6,8,9,6,6,6,8,9,4,1,1,3,2,Software Engineer
4.37,6,5,5,6,7,5,9,6,4,5,2,2,9,1,Graphic Designer
4.46,8,7,6,7,6,5,6,8,7,4,2,2,2,2,Software Engineer
4.84,9,7,7,8,5,6,4,7,9,4,2,5,1,2,Cybersecurity Analyst
3.26,9,7,7,9,7,5,6,8,9,4,3,2,1,3,Software Engineer
4.89,9,6,6,2,8,8,8,7,4,9,2,4,4,2,Business Manager
3.42,7,9,5,1,8,8,7,8,2,4,1,9,6,4,Lawyer
4.6,6,5,7,7,5,4,5,8,8,3,2,4,2,1,Cybersecurity Analyst
3.35,4,8,4,2,8,6,9,7,3,3,2,4,8,6,Journalist / Media
4.74,8,6,9,2,7,7,6,9,4,4,8,3,3,4,Medical Doctor
4.03,5,9,4,4,8,9,9,6,3,3,2,5,7,5,Journalist / Media
4.85,7,6,9,8,6,6,8,9,8,4,1,1,3,3,Software Engineer
4.3,7,8,8,6,7,10,7,7,3,9,2,3,6,5,Entrepreneur
3.55,5,9,5,2,9,10,7,7,2,5,1,8,5,3,Lawyer
4.44,6,8,5,2,8,5,9,8,3,3,1,4,8,4,Journalist / Media
4.26,8,8,6,3,8,7,7,7,2,2,2,2,7,8,Teacher / Educator
3.35,6,7,6,3,8,7,7,6,4,3,2,4,5,8,Teacher / Educator
4.74,6,7,8,2,6,4,5,8,3,6,9,2,3,3,Pharmacist
3.6,6,8,8,3,8,8,7,6,5,3,3,2,4,8,Teacher / Educator
4.51,6,6,8,2,8,8,4,7,4,2,8,2,3,4,Medical Doctor
3.86,6,9,5,6,8,8,10,8,3,4,1,3,8,3,Journalist / Media
3.91,9,8,6,5,6,6,3,9,3,8,1,6,2,2,Accountant
3.85,8,7,7,3,8,8,6,8,2,9,3,5,3,4,Accountant
4.05,7,7,5,3,7,8,7,5,3,6,4,7,2,5,Public Administrator
3.29,5,7,6,3,7,3,8,5,6,4,2,1,9,2,Graphic Designer
2.61,6,8,6,3,7,9,8,8,5,9,1,5,5,2,Entrepreneur
4.71,8,6,8,2,6,6,4,8,2,5,9,2,1,4,Pharmacist
4.36,9,7,9,2,7,7,6,7,3,3,8,1,2,6,Medical Doctor
3.69,6,6,7,6,5,4,6,8,7,4,2,4,3,3,Cybersecurity Analyst
4.49,10,6,7,6,5,5,7,8,8,2,1,2,5,2,Mechanical Engineer
3.14,3,8,4,4,8,6,9,7,3,3,3,3,7,4,Journalist / Media
4.01,9,7,7,2,8,9,3,9,4,8,2,6,2,4,Accountant
2.81,9,8,7,4,9,8,7,7,4,4,3,2,4,8,Teacher / Educator
4.11,7,8,8,1,8,9,8,9,4,8,2,5,5,5,Business Manager
3.22,3,7,5,5,6,3,9,7,6,3,1,1,9,3,Graphic Designer
3.12,3,8,3,3,8,7,8,7,2,3,1,2,8,6,Journalist / Media
3.42,8,6,7,7,5,5,7,8,9,4,3,1,1,4,Data Scientist
4.79,8,6,8,6,4,5,7,9,10,4,2,1,4,2,Mechanical Engineer
4.96,5,8,7,1,8,7,7,8,2,6,2,9,4,3,Lawyer
3.86,9,6,8,7,5,6,5,8,8,3,2,2,2,1,Software Engineer
3.39,5,8,3,3,10,8,5,6,2,7,3,7,5,4,Public Administrator
3.05,6,7,4,2,8,8,5,7,1,7,3,7,4,5,Public Administrator
4.11,8,5,8,7,6,8,8,9,9,4,2,2,6,2,Mechanical Engineer
4.67,8,7,8,8,7,5,6,9,8,3,4,1,2,4,Data Scientist
4.8,8,8,8,1,7,6,7,7,3,3,8,2,2,4,Medical Doctor
3.84,8,7,7,8,5,5,6,8,7,3,1,2,3,2,Software Engineer
2.78,3,8,4,5,8,7,9,8,5,3,2,3,8,4,Journalist / Media
4.29,6,6,6,2,8,8,7,8,3,9,1,4,2,4,Business Manager
3.73,8,7,6,4,6,8,3,8,5,9,4,5,3,3,Accountant
3.0,9,7,5,3,8,7,3,9,3,9,2,6,1,3,Accountant
4.58,6,8,5,1,9,8,6,8,1,6,2,8,3,4,Lawyer
3.32,8,5,8,8,4,5,6,9,8,4,4,1,2,2,Data Scientist
4.41,5,8,5,1,10,7,5,8,3,6,1,9,5,5,Lawyer
3.24,7,6,6,4,10,9,8,6,4,8,3,5,5,5,Entrepreneur
4.86,9,7,8,5,6,5,7,9,8,4,3,3,4,2,Mechanical Engineer
3.3,5,9,7,2,9,8,7,8,1,6,1,9,4,7,Lawyer
4.08,5,9,5,6,8,8,9,7,4,5,2,4,9,4,Journalist / Media
4.04,7,6,10,3,9,5,6,7,2,2,9,2,3,5,Medical Doctor
3.37,8,5,8,8,7,7,5,7,8,4,2,3,3,4,Software Engineer
4.98,8,6,8,2,6,5,4,8,3,5,9,2,2,4,Pharmacist
3.92,6,6,6,4,5,5,8,8,4,2,2,2,8,3,Architect
3.28,5,9,5,2,8,7,5,8,2,5,2,9,6,4,Lawyer
3.52,7,7,8,2,7,6,4,8,4,5,9,2,3,5,Pharmacist
3.54,8,6,9,8,8,5,6,7,7,2,2,5,2,1,Cybersecurity Analyst
3.37,4,6,5,4,6,6,9,6,6,4,1,2,8,1,Graphic Designer
4.4,6,9,4,4,8,9,6,6,2,6,2,7,2,5,Public Administrator
3.95,7,7,6,2,5,5,9,8,5,3,2,1,9,5,Architect
3.23,5,8,5,6,7,4,9,5,5,2,2,1,9,2,Graphic Designer
4.72,6,7,6,3,8,8,6,7,3,9,2,6,2,4,Business Manager
4.48,6,7,5,3,7,9,7,7,3,5,2,9,4,6,Public Administrator
4.06,7,8,8,4,8,8,6,8,3,9,2,5,4,3,Business Manager
3.15,5,7,3,3,6,4,8,6,6,4,1,1,8,2,Graphic Designer
4.61,8,6,8,3,6,6,6,8,3,3,9,3,1,4,Medical Doctor
4.32,8,7,8,3,6,6,7,9,8,4,1,1,5,2,Mechanical Engineer
3.92,6,6,5,5,8,8,9,6,7,8,2,4,6,2,Entrepreneur
4.17,8,6,7,4,6,5,6,8,9,4,2,2,5,2,Mechanical Engineer
4.43,8,7,7,4,9,6,7,8,2,3,3,2,6,8,Teacher / Educator
4.45,9,7,8,8,6,4,5,9,8,2,2,6,3,2,Cybersecurity Analyst
4.35,7,9,3,3,8,6,9,6,4,2,3,2,8,4,Journalist / Media
3.5,6,8,7,2,9,7,8,7,3,3,5,3,5,9,Teacher / Educator
3.2,7,7,5,3,9,8,8,7,4,9,3,6,5,5,Business Manager
4.42,7,8,6,4,8,8,6,7,3,3,3,2,5,8,Teacher / Educator
3.15,7,7,5,3,8,9,9,6,2,9,1,3,2,3,Business Manager
4.38,7,7,6,7,6,5,6,8,9,2,1,1,4,3,Software Engineer
4.83,7,7,4,1,8,8,7,7,4,8,3,5,2,5,Business Manager
3.49,8,5,8,3,4,6,8,8,7,2,3,2,4,2,Mechanical Engineer
4.06,4,5,4,3,6,3,8,4,6,3,1,2,9,1,Graphic Designer
3.05,3,9,5,5,9,6,9,6,4,3,1,5,8,5,Journalist / Media
4.21,6,7,9,3,8,6,5,9,3,2,8,1,3,5,Medical Doctor
3.22,8,6,8,8,5,8,5,7,9,4,2,2,2,2,Software Engineer
4.0,7,7,9,4,7,5,5,7,4,5,8,2,3,4,Pharmacist
4.09,8,7,8,4,8,6,4,8,2,8,1,6,3,3,Accountant
4.34,6,7,9,7,5,5,5,7,7,4,3,4,2,3,Cybersecurity Analyst
4.91,6,6,9,3,7,6,5,8,2,4,9,2,3,4,Pharmacist
4.25,6,9,3,2,8,8,5,9,1,8,4,9,2,5,Public Administrator
4.32,8,5,7,7,5,5,5,9,7,4,3,4,1,2,Cybersecurity Analyst
4.84,5,8,5,2,8,8,7,8,2,4,3,9,4,6,Lawyer
4.14,4,8,5,5,7,5,10,6,6,2,1,1,9,1,Graphic Designer
4.48,9,5,6,3,6,5,5,7,4,8,2,5,1,3,Accountant
4.71,6,7,6,2,8,9,6,6,4,8,3,5,4,5,Business Manager
4.26,6,9,6,3,9,9,6,8,2,4,3,10,4,5,Lawyer
4.45,4,8,5,3,8,6,8,6,3,2,2,4,7,6,Journalist / Media
3.75,7,7,9,2,8,5,6,8,2,5,9,1,2,4,Pharmacist
3.9,7,9,5,2,8,6,7,8,3,3,3,2,4,9,Teacher / Educator
4.13,9,7,9,9,5,3,6,8,7,5,3,2,2,3,Data Scientist
3.83,8,9,6,1,8,8,7,5,3,3,3,2,5,9,Teacher / Educator
4.49,5,6,5,3,9,8,9,6,6,9,1,6,5,4,Entrepreneur
4.55,8,7,9,7,5,5,6,9,8,5,2,1,3,3,Data Scientist
4.87,7,9,5,3,8,8,7,8,1,7,2,8,4,4,Lawyer
4.75,9,6,9,7,6,5,6,9,8,4,3,1,2,3,Data Scientist
3.54,9,7,6,2,8,6,5,9,4,9,2,5,2,3,Accountant
4.09,5,8,7,2,8,8,5,7,2,5,1,9,4,4,Lawyer
4.29,8,6,9,3,7,8,6,7,4,2,8,2,2,6,Medical Doctor
4.77,5,7,5,3,9,8,6,8,3,8,1,4,3,4,Business Manager
3.31,8,6,8,9,4,5,6,9,8,4,3,1,3,3,Data Scientist
4.35,7,5,6,3,6,5,9,7,7,3,1,2,8,2,Architect
4.55,7,5,7,9,7,5,6,8,8,4,2,2,2,3,Software Engineer
3.34,6,8,7,1,9,8,6,5,3,3,4,3,4,8,Teacher / Educator
4.14,9,6,9,6,7,3,6,8,7,6,3,2,2,3,Data Scientist
3.89,9,7,9,8,5,4,7,8,7,5,2,3,2,3,Data Scientist
4.96,9,7,8,1,6,5,4,8,4,5,9,1,3,4,Pharmacist
2.85,5,9,6,5,9,9,9,7,5,8,3,5,4,4,Entrepreneur
3.77,9,6,6,2,5,5,5,8,2,8,2,5,1,3,Accountant
4.64,8,7,8,7,5,4,7,8,8,5,4,1,2,3,Data Scientist
